#Density	Preassure	Error
0.05000000074505806	0.06076122849065041	7.837562714307958e-07
0.10000000149011612	0.12829958646904904	2.366592422167001e-05
0.20000000298023224	0.31967722201134363	0.0002228191991342956
0.4000000059604645	0.8438678505152435	0.007644954237678294
0.6000000238418579	0.28115959935216545	0.03419406506238682
0.800000011920929	-2.2889247878764523	0.07860696768538845
