   5.0000000745058060E-002   360.14363763955822       -4.9505816760216232        355.19305596353672        9.2697458522717463E-002 -0.17900390218550763     
   5.0000000745058060E-002   227.08945286693702       -4.9504290480719595        222.13902381886479        5.6930308398819338E-002 -0.42046767183396649     
   5.0000000745058060E-002   229.28339836052041       -4.9503553884241516        224.33304297209619        5.7520161849806850E-002 -0.87548564932403894     
   5.0000000745058060E-002   229.80813902367606       -4.9499639411942082        224.85817508248158        5.7661471868016241E-002  -1.1222325384430214     
   5.0000000745058060E-002   223.59877355788197       -4.9499478752381512        218.64882568264341        5.5992321272501207E-002  -1.7577309975290891     
   5.0000000745058060E-002   227.31544232498953       -4.9501491057674114        222.36529321922220        5.6991262630734014E-002  -2.6487205138323140     
   5.0000000745058060E-002   226.99693083545088       -4.9501726861808057        222.04675814926992        5.6905573164410486E-002  -3.1862430041864140     
   5.0000000745058060E-002   223.75246614935463       -4.9502522296741818        218.80221391968078        5.6033384272136458E-002  -3.4681883235633606     
   5.0000000745058060E-002   227.00311139559773       -4.9502087728905355        222.05290262270739        5.6907232452090367E-002  -3.6920505516872417     
   5.0000000745058060E-002   225.11848843183597       -4.9503578453254171        220.16813058651067        5.6400494417937388E-002  -3.9787430613190349     
   5.0000000745058060E-002   225.42411719455643       -4.9504538861845608        220.47366330837210        5.6482596007700669E-002  -4.5906038386015968     
   5.0000000745058060E-002   224.38443075049076       -4.9505106257439673        219.43392012474678        5.6203068159717588E-002  -5.2932755614560048     
   5.0000000745058060E-002   223.72523680755674       -4.9507236223527125        218.77451318520380        5.6025706050451547E-002  -6.3034644631032366     
   5.0000000745058060E-002   225.93890163924746       -4.9507596909904965        220.98814194825681        5.6620744745594635E-002  -7.4668541469298297     
   5.0000000745058060E-002   224.90426202923649       -4.9507354231257263        219.95352660611081        5.6342615086922447E-002  -8.7318541371387557     
   5.0000000745058060E-002   223.14520637765014       -4.9505711703670867        218.19463520728291        5.5869884188636754E-002  -10.039974788114424     
   5.0000000745058060E-002   226.05052834802729       -4.9506060982129219        221.09992224981431        5.6650847193234065E-002  -11.378711148344999     
   5.0000000745058060E-002   224.92608222576456       -4.9506655313487187        219.97541669441551        5.6348591707648402E-002  -12.495081620638894     
   5.0000000745058060E-002   227.06562967228021       -4.9505328496181598        222.11509682266194        5.6923905540293071E-002  -13.718530189945097     
   5.0000000745058060E-002   228.53563827541220       -4.9503955973337579        223.58524267807866        5.7319122703834935E-002  -14.862970928739955     
   5.0000000745058060E-002   223.33642527895057       -4.9502757320223809        218.38614954692818        5.5921578201379891E-002  -16.115583886731162     
   5.0000000745058060E-002   225.59644804247083       -4.9501166528906966        220.64633138958007        5.6529211330377860E-002  -17.032202745289162     
   5.0000000745058060E-002   224.67118081020104       -4.9501807498861021        219.72100006031499        5.6280481088399489E-002  -18.100373702845570     
   5.0000000745058060E-002   226.43351447005568       -4.9501254692465642        221.48338900080901        5.6754310676937855E-002  -19.142321467984182     
   5.0000000745058060E-002   225.36894883956700       -4.9500021433633572        220.41894669620353        5.6468246788404348E-002  -20.031412843087303     
